case  HV_EMS HV_GRPHEFT HV_HMBR HV_MOELS HV_MOHEFT HV_RSGA2 IGD_EMS IGD_GRPHEFT IGD_HMBR IGD_MOELS IGD_MOHEFT IGD_RSGA2 CM_EMS,EMS CM_EMS,GRPHEFT CM_EMS,HMBR CM_EMS,MOELS CM_EMS,MOHEFT CM_EMS,RSGA2 CM_GRPHEFT,EMS CM_GRPHEFT,GRPHEFT CM_GRPHEFT,HMBR CM_GRPHEFT,MOELS CM_GRPHEFT,MOHEFT CM_GRPHEFT,RSGA2 CM_HMBR,EMS CM_HMBR,GRPHEFT CM_HMBR,HMBR CM_HMBR,MOELS CM_HMBR,MOHEFT CM_HMBR,RSGA2 CM_MOELS,EMS CM_MOELS,GRPHEFT CM_MOELS,HMBR CM_MOELS,MOELS CM_MOELS,MOHEFT CM_MOELS,RSGA2 CM_MOHEFT,EMS CM_MOHEFT,GRPHEFT CM_MOHEFT,HMBR CM_MOHEFT,MOELS CM_MOHEFT,MOHEFT CM_MOHEFT,RSGA2 CM_RSGA2,EMS CM_RSGA2,GRPHEFT CM_RSGA2,HMBR CM_RSGA2,MOELS CM_RSGA2,MOHEFT CM_RSGA2,RSGA2
Sipht_29_1.0  17961.450 15211.859 18723.390 20134.745 20130.814 20588.634 0.089 0.130 0.129 0.026 0.008 0.000 0.000 0.000 0.000 0.000 0.077 0.029 0.077 0.000 0.250 0.000 0.000 0.000 0.923 0.667 0.000 0.000 0.000 0.000 1.000 0.667 0.750 0.000 0.077 0.176 0.923 0.667 0.125 0.083 0.000 0.029 0.923 1.000 0.500 0.500 0.769 0.000
Sipht_29_1.0  17979.146 15211.859 18655.000 19917.073 20130.814 20583.840 0.090 0.130 0.128 0.039 0.011 0.000 0.000 0.000 0.333 0.000 0.077 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.917 0.667 0.000 0.000 0.000 0.000 1.000 0.667 0.778 0.000 0.077 0.067 0.917 0.667 0.222 0.000 0.000 0.000 1.000 1.000 0.778 0.727 0.923 0.000
Sipht_29_1.0  18988.560 15291.355 18793.772 20210.984 20210.955 20705.354 0.095 0.115 0.107 0.024 0.011 0.000 0.000 0.000 0.000 0.091 0.231 0.000 0.150 0.000 0.167 0.000 0.000 0.000 0.750 0.667 0.000 0.000 0.000 0.000 0.800 0.667 0.667 0.000 0.077 0.077 0.600 0.667 0.000 0.091 0.000 0.000 1.000 1.000 0.667 0.727 0.923 0.000
Sipht_29_1.0  19387.914 15211.859 18718.746 20132.695 20130.814 20553.363 0.025 0.129 0.129 0.027 0.010 0.000 0.000 0.333 0.125 0.077 0.077 0.000 0.077 0.000 0.000 0.000 0.000 0.000 0.538 0.667 0.000 0.000 0.077 0.000 0.769 0.667 0.750 0.000 0.077 0.031 0.846 0.667 0.125 0.077 0.000 0.000 1.000 1.000 0.750 0.769 0.846 0.000
Sipht_29_1.0  17422.228 15211.859 18723.432 20125.884 20130.814 20556.214 0.125 0.135 0.137 0.027 0.010 0.000 0.000 0.000 0.000 0.000 0.077 0.000 0.143 0.000 0.286 0.000 0.000 0.000 0.857 0.667 0.000 0.083 0.000 0.000 1.000 0.667 0.714 0.000 0.077 0.133 0.857 0.667 0.000 0.167 0.000 0.000 1.000 1.000 0.571 0.583 0.769 0.000
Sipht_58_1.0  104573.298 95823.789 108488.147 111348.842 109137.592 111216.020 0.035 0.070 0.013 0.004 0.010 0.001 0.000 0.667 0.167 0.000 0.000 0.000 0.000 0.000 0.056 0.000 0.000 0.000 0.500 0.667 0.000 0.000 0.375 0.022 1.000 1.000 0.944 0.000 0.938 0.444 0.500 0.667 0.222 0.000 0.000 0.022 0.900 1.000 0.889 0.258 0.938 0.000
Sipht_58_1.0  105195.639 95823.789 108622.223 111359.230 109137.592 110801.615 0.034 0.069 0.012 0.003 0.011 0.002 0.000 0.667 0.111 0.000 0.000 0.000 0.000 0.000 0.056 0.000 0.000 0.000 0.600 0.667 0.000 0.000 0.438 0.065 1.000 1.000 0.944 0.000 1.000 0.522 0.600 0.667 0.333 0.000 0.000 0.043 0.600 0.667 0.778 0.303 0.875 0.000
Sipht_58_1.0  105150.091 95286.046 108389.237 110932.144 108594.512 110265.259 0.034 0.069 0.011 0.002 0.011 0.002 0.000 0.667 0.059 0.000 0.000 0.023 0.000 0.000 0.000 0.000 0.000 0.000 0.643 0.667 0.000 0.056 0.438 0.000 1.000 1.000 0.882 0.000 1.000 0.558 0.643 0.667 0.176 0.000 0.000 0.000 0.786 1.000 0.882 0.306 0.938 0.000
Sipht_58_1.0  104808.941 94656.882 107455.259 110318.088 107959.103 109876.625 0.027 0.066 0.014 0.003 0.011 0.002 0.000 0.667 0.158 0.000 0.000 0.000 0.000 0.000 0.053 0.000 0.000 0.000 0.545 0.667 0.000 0.000 0.438 0.000 1.000 1.000 0.947 0.000 1.000 0.489 0.455 0.667 0.211 0.000 0.000 0.022 0.909 1.000 0.842 0.188 0.875 0.000
Sipht_58_1.0  105656.216 95751.306 109427.079 111241.305 109064.390 110625.855 0.026 0.065 0.011 0.003 0.010 0.001 0.000 0.667 0.158 0.000 0.000 0.000 0.000 0.000 0.053 0.000 0.000 0.000 0.688 0.667 0.000 0.000 0.438 0.022 0.938 1.000 0.895 0.000 1.000 0.311 0.625 0.667 0.316 0.000 0.000 0.000 0.875 1.000 0.842 0.257 0.812 0.000
Sipht_97_1.0  220884.107 206215.850 227102.503 230569.434 226713.318 229006.333 0.027 0.048 0.009 0.001 0.010 0.003 0.000 1.000 0.043 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.857 1.000 0.000 0.000 0.300 0.017 1.000 1.000 1.000 0.000 1.000 0.683 0.667 0.500 0.304 0.000 0.000 0.083 0.952 1.000 0.783 0.140 0.850 0.000
Sipht_97_1.0  249725.033 235765.554 256397.165 261041.811 256951.367 258650.979 0.028 0.045 0.010 0.001 0.009 0.004 0.000 0.500 0.000 0.000 0.000 0.000 0.105 0.000 0.000 0.000 0.000 0.000 0.947 0.750 0.000 0.000 0.200 0.033 1.000 1.000 1.000 0.000 1.000 0.917 0.921 0.500 0.348 0.000 0.000 0.083 0.947 1.000 0.739 0.020 0.650 0.000
Sipht_97_1.0  253087.596 236490.339 257675.611 261595.124 257693.036 259523.372 0.023 0.044 0.009 0.001 0.008 0.003 0.000 1.000 0.048 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.840 0.750 0.000 0.020 0.250 0.083 1.000 1.000 0.905 0.000 0.900 0.667 0.720 0.500 0.286 0.040 0.000 0.133 0.920 1.000 0.667 0.140 0.650 0.000
Sipht_97_1.0  257272.632 240453.123 261013.383 265817.191 261748.131 263832.314 0.022 0.045 0.011 0.001 0.009 0.003 0.000 1.000 0.045 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.773 0.750 0.000 0.000 0.250 0.000 1.000 1.000 0.955 0.000 1.000 0.817 0.636 0.500 0.273 0.000 0.000 0.100 0.864 1.000 0.818 0.122 0.800 0.000
Sipht_97_1.0  226389.649 210388.495 231288.355 234890.590 230983.162 232902.684 0.025 0.050 0.009 0.001 0.010 0.003 0.000 0.500 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.864 1.000 0.000 0.040 0.500 0.083 1.000 1.000 0.857 0.000 0.850 0.667 0.773 0.500 0.143 0.020 0.000 0.183 0.864 1.000 0.667 0.140 0.600 0.000
