case  HV_EMS HV_GRPHEFT HV_HMBR HV_MOELS HV_MOHEFT HV_RSGA2 IGD_EMS IGD_GRPHEFT IGD_HMBR IGD_MOELS IGD_MOHEFT IGD_RSGA2 CM_EMS,EMS CM_EMS,GRPHEFT CM_EMS,HMBR CM_EMS,MOELS CM_EMS,MOHEFT CM_EMS,RSGA2 CM_GRPHEFT,EMS CM_GRPHEFT,GRPHEFT CM_GRPHEFT,HMBR CM_GRPHEFT,MOELS CM_GRPHEFT,MOHEFT CM_GRPHEFT,RSGA2 CM_HMBR,EMS CM_HMBR,GRPHEFT CM_HMBR,HMBR CM_HMBR,MOELS CM_HMBR,MOHEFT CM_HMBR,RSGA2 CM_MOELS,EMS CM_MOELS,GRPHEFT CM_MOELS,HMBR CM_MOELS,MOELS CM_MOELS,MOHEFT CM_MOELS,RSGA2 CM_MOHEFT,EMS CM_MOHEFT,GRPHEFT CM_MOHEFT,HMBR CM_MOHEFT,MOELS CM_MOHEFT,MOHEFT CM_MOHEFT,RSGA2 CM_RSGA2,EMS CM_RSGA2,GRPHEFT CM_RSGA2,HMBR CM_RSGA2,MOELS CM_RSGA2,MOHEFT CM_RSGA2,RSGA2
Sipht_29_1.0  17979.205 15211.859 18723.412 20150.307 20130.814 20626.358 0.099 0.136 0.129 0.023 0.012 0.000 0.000 0.000 0.000 0.071 0.077 0.000 0.083 0.000 0.250 0.071 0.000 0.000 0.917 0.667 0.000 0.000 0.000 0.000 0.917 0.667 0.750 0.000 0.154 0.000 0.917 0.667 0.125 0.143 0.000 0.000 1.000 1.000 0.875 0.786 0.923 0.000
Sipht_29_1.0  18806.919 15211.859 18725.842 20134.496 20130.814 20635.580 0.120 0.134 0.135 0.027 0.010 0.000 0.000 0.000 0.000 0.000 0.154 0.000 0.111 0.000 0.000 0.083 0.000 0.000 0.778 0.667 0.000 0.083 0.000 0.000 0.889 0.667 0.571 0.000 0.077 0.000 0.778 0.667 0.143 0.083 0.000 0.000 0.889 1.000 0.857 0.750 0.923 0.000
Sipht_29_1.0  17754.280 15211.859 18715.964 20132.221 20130.814 20648.814 0.090 0.127 0.123 0.022 0.011 0.000 0.000 0.000 0.000 0.077 0.077 0.000 0.111 0.000 0.143 0.154 0.000 0.000 0.889 0.667 0.000 0.000 0.000 0.000 0.889 0.667 0.571 0.000 0.077 0.000 0.889 0.667 0.143 0.154 0.000 0.000 1.000 1.000 0.857 0.769 0.923 0.000
Sipht_29_1.0  17810.957 15211.859 18723.391 20134.745 20130.814 20676.772 0.093 0.125 0.114 0.021 0.013 0.000 0.000 0.000 0.000 0.000 0.077 0.000 0.077 0.000 0.250 0.000 0.000 0.000 0.923 0.667 0.000 0.000 0.000 0.000 1.000 0.667 0.625 0.000 0.077 0.138 0.923 0.667 0.000 0.083 0.000 0.000 1.000 1.000 0.500 0.583 0.769 0.000
Sipht_29_1.0  17784.222 15211.859 18719.965 20132.594 20130.814 20621.319 0.085 0.118 0.112 0.025 0.011 0.000 0.000 0.000 0.125 0.071 0.077 0.000 0.100 0.000 0.250 0.071 0.000 0.000 0.900 0.667 0.000 0.000 0.000 0.000 0.900 0.667 0.750 0.000 0.077 0.000 0.900 0.667 0.250 0.143 0.000 0.000 1.000 1.000 0.875 0.714 0.846 0.000
Sipht_58_1.0  105425.479 95823.789 109118.091 111427.272 109137.592 111490.808 0.031 0.070 0.014 0.004 0.011 0.002 0.000 0.667 0.071 0.000 0.062 0.000 0.000 0.000 0.071 0.000 0.000 0.000 0.682 0.667 0.000 0.000 0.375 0.023 1.000 1.000 0.929 0.000 1.000 0.432 0.636 0.667 0.214 0.000 0.000 0.023 0.955 0.667 0.857 0.250 0.938 0.000
Sipht_58_1.0  104724.898 95749.659 108469.743 111295.130 109062.727 110892.326 0.031 0.068 0.011 0.004 0.011 0.001 0.000 0.667 0.111 0.000 0.000 0.022 0.091 0.000 0.056 0.000 0.000 0.022 0.455 0.667 0.000 0.000 0.438 0.000 1.000 1.000 0.944 0.000 1.000 0.370 0.545 0.667 0.278 0.000 0.000 0.000 0.636 0.667 0.889 0.258 1.000 0.000
Sipht_58_1.0  104608.214 95823.789 108527.139 111531.462 109137.592 110631.552 0.035 0.071 0.012 0.003 0.012 0.002 0.000 0.667 0.118 0.000 0.000 0.023 0.000 0.000 0.059 0.000 0.000 0.000 0.615 0.667 0.000 0.000 0.500 0.000 1.000 1.000 0.941 0.000 1.000 0.523 0.615 0.667 0.176 0.000 0.000 0.023 0.615 0.667 0.941 0.156 0.938 0.000
Sipht_58_1.0  105021.279 95229.320 109040.717 110777.843 108537.223 110569.356 0.032 0.068 0.011 0.004 0.011 0.001 0.000 0.667 0.050 0.000 0.062 0.000 0.000 0.000 0.050 0.000 0.000 0.000 0.727 0.667 0.000 0.000 0.375 0.021 1.000 1.000 0.950 0.000 1.000 0.404 0.455 0.667 0.300 0.000 0.000 0.021 0.909 0.667 0.900 0.333 0.875 0.000
Sipht_58_1.0  105099.016 95095.139 107849.898 110815.247 108401.709 110261.772 0.027 0.069 0.013 0.003 0.011 0.002 0.000 0.667 0.188 0.000 0.000 0.020 0.000 0.000 0.062 0.000 0.000 0.000 0.556 0.667 0.000 0.000 0.438 0.040 1.000 1.000 0.875 0.000 1.000 0.540 0.556 0.667 0.312 0.000 0.000 0.000 0.667 0.667 0.875 0.194 0.938 0.000
Sipht_97_1.0  257365.998 240451.237 261567.335 265863.942 261746.202 263602.028 0.021 0.046 0.009 0.001 0.008 0.004 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.688 0.750 0.000 0.000 0.300 0.060 1.000 1.000 1.000 0.000 1.000 0.840 0.500 0.500 0.227 0.000 0.000 0.120 0.750 1.000 0.682 0.080 0.750 0.000
Sipht_97_1.0  255255.087 238949.408 259877.878 264304.108 260209.388 263085.564 0.023 0.047 0.010 0.001 0.008 0.003 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.852 0.500 0.000 0.000 0.200 0.040 1.000 1.000 1.000 0.000 0.900 0.640 0.778 0.500 0.318 0.000 0.000 0.060 0.963 1.000 0.818 0.104 0.850 0.000
Sipht_97_1.0  255387.925 239740.305 260980.716 265060.560 261018.709 262892.959 0.026 0.044 0.009 0.001 0.009 0.003 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.750 1.000 0.000 0.000 0.300 0.020 1.000 1.000 0.955 0.000 0.900 0.740 0.600 0.500 0.227 0.020 0.000 0.180 0.850 1.000 0.727 0.100 0.700 0.000
Sipht_97_1.0  256074.693 239764.179 260850.733 264951.247 261043.139 264340.105 0.023 0.044 0.010 0.001 0.008 0.002 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.800 0.750 0.000 0.020 0.300 0.000 1.000 1.000 0.960 0.000 0.900 0.600 0.650 0.500 0.240 0.000 0.000 0.080 0.950 1.000 0.840 0.060 0.750 0.000
Sipht_97_1.0  226097.223 210375.957 230349.045 234762.385 230970.333 233069.038 0.024 0.051 0.011 0.001 0.009 0.003 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.821 0.750 0.000 0.020 0.200 0.040 1.000 1.000 0.857 0.000 0.900 0.600 0.750 0.500 0.250 0.000 0.000 0.080 0.893 1.000 0.893 0.220 0.800 0.000
